title,abstract,authors,year,venue,doi,citationCount,pool,old_include
AI-Enabled Emergency Routing Ecosystem: A Survey on Real-Time Ambulance Navigation and Green Corridor Management,"Rapid and reliable ambulance routing is vital for reducing mortality in critical emergencies, yet today's systems remain fragmented and largely manual. Advances in artificial intelligence (AI), Internet of Things (IoT), and next-generation networks are reshaping how cities can create dynamic green corridors that prioritize emergency vehicles. The survey reviews the state of the art in AI-enabled emergency routing, spanning routing algorithms, traffic signal preemption, graph-based prediction, federated learning, digital twins, and end-to-end allocation systems. Case studies from India, the United States, and Europe highlight both successes and persistent gaps. We present a novel taxonomy, a comparative analysis of recent methods, and a forward-looking research roadmap (2025-2030). The survey concludes with deployment challenges?�privacy, interoperability, assurance, and policy?�that must be addressed for scalable and trustworthy adoption of AI-driven emergency transport.",S. Meghna; S. S. V M; A. Bhat; R. K. Kharvi; S. Satrajeeth,2025,2025 OITS International Conference on Information Technology (OCIT),10.1109/OCIT66168.2025.11400240,,gate1,
A DRL Solver for the CVRP Based on CLFA-Net and Surrogate-Gradient Optimization,"The Capacitated Vehicle Routing Problem (CVRP) is a canonical NP-hard combinatorial optimization problem. Existing reinforcement learning (RL) solvers often lack sufficient representational capacity for complex graph-structured data and suffer from disrupted gradient flow caused by dead neurons. To address these limitations, we propose two contributions. First, we suggest the Cross-Layer Feature Aggregation Network (CLFA-Net), which strengthens long-range and global modeling through cross-layer?�guided multi-level attention and feature fusion. Second, we propose a Surrogate-Gradient RL(SG-RL), which replaces ReLU with either a Bounded Sigmoid Linear Unit or a Negative-Slope Linear Unit ; the forward pass preserves ReLU-like sparsity, whereas the backward pass employs smooth, nonzero surrogate gradients to maintain gradient flow and prevent dead neurons. Across 10,000 instances each of CVRP50 and CVRP100, our method reduces the average cost by 0.0037 and 0.0030, and decreases the average optimality gap by 0.04% and 0.02%, while keeping per-instance solve times within 2ms and 8ms. These results substantiate the improved representational power and practical utility of RL for large-scale combinatorial optimization.",C. Li; G. Tang; J. Ma; L. Xiao; C. He; Y. Zhang,2025,2025 China Automation Congress (CAC),10.1109/CAC67268.2025.11487578,,gate1,
Digital twin-based scheduling method for marine equipment material transportation vehicles,"The traditional material transportation vehicle scheduling adopts manual scheduling application and vehicle scheduling, which has low efficiency, high cost and waste of human resources. The existing scheduling system can not realize the information interaction and collaborative integration between the physical world and the virtual world, and the digital twin technology can effectively solve the problem of information interaction. This paper establishes a model of the transportation vehicle scheduling problem, proposes a transportation vehicle scheduling framework based on digital twin model, and uses Q-learning method to solve the dynamic scheduling problem. Finally, an example is given to verify the superiority and effectiveness of this method.",X. Shen; S. Liu; B. Zhou; Y. Zheng; J. Bao,2022,2022 IEEE 18th International Conference on Automation Science and Engineering (CASE),10.1109/CASE49997.2022.9926428,7.0,gate1,
Applications and Lessons Learned from AI/ML-Driven SDN Control and Management in Optical Transport Networks,"Effective autonomous Software-Defined Networking (SDN) control and management functions are crucial to effectively manage the lifecycle of optical connectivity services, including the creation, restoration, updates, and termination, while continuously meeting stringent requirements such as bandwidth, latency tolerance, and reliability. These autonomous functions aim to optimize network performance objectives, such as efficient resource utilization (e.g., optical spectrum and transceivers) and minimizing power consumption. This work introduces a comprehensive architecture, encompassing building blocks, APIs, and workflows, that fully integrates AI/ML models (such as Deep Reinforcement Learning, DRL) to support automated SDN control decisions, including dynamic routing and resource selection. We then explore how this architecture addresses key challenges in traditional optical transport networks, such as latency-aware service provisioning, online restoration of connectivity services, energy-efficient resource management, and joint cloud and network resource allocation. Through the exploration of various applications, we present selected results demonstrating how AI/ML-driven solutions can enhance network operations in these areas. Additionally, we share key lessons learned from these applications, providing insights into the benefits and limitations of adopting AI/ML models for autonomous SDN operations in optical transport networks. These lessons focus on practical considerations, challenges in adapting DRL solutions to specific networking problems, and recommendations for optimizing their integration into real-world optical network infrastructures.",R. Martínez; C. Hernández-Chulde; R. Casellas; R. Vilalta; R. Muñoz; J. M. Fàbrega,2025,2025 IEEE International Conference on Machine Learning for Communication and Networking (ICMLCN),10.1109/ICMLCN64995.2025.11140388,1.0,gate1,
Multi-Agent Reinforcement Learning for Collaborative Autonomous Vehicle Fleets,"Multi-agent reinforcement learning (MARL) is now a disruptive technology of autonomous vehicle (AV) fleets, which involves continuous vehicle decisions and coordination of vehicles to operate dynamically. The MARL allows AVs to acquire cooperative behaviors, such as adaptive platooning, intersection navigation, and collision avoidance, without any explicit programming: it uses either decentralized or centralized training regimes. Other techniques, like QMIX, MADDPG, and graph-based RL, may extend the scalability and communication efficiency of the agents relative to traffic uncertainties that arise during execution. Some of the major problems include non-stationarity, partial observability and the need to have reliable communication protocols with low latency. Recent advances unite vehicle-to-everything (V2X) networks and MARL to improve situational awareness and cooperative plan of routes. Research exists like SUMO and CARLA that offers simulated environments that can be utilized to aid mass training and transfer learning that may include sim-to-real bidirectional transfer. Areas of use are logistics (convoy optimization), ridesharing (demand-responsive routing), and smart city (traffic flow control). Open problems involve the issuance of safety guarantees, adversarial agent, and optimal balancing between the goals of a single vessel and the fleet. Hybrid MARL-rule-based structures, energy-efficient coordination and human-AV interaction schemes will be explored in the future. This paradigm is expected to bring revolutionary breakthroughs to transportation systems with higher efficiency, safety, and sustainable development through the intelligent cooperation of fleets.",P. Semwal; M. Ernazarov; M. A. Yüzbaşioğlu; M. Kadirov; E. Sariyeva; S. Tursunova,2025,"2025 2nd International Conference on Recent Trends in Electrical, Electronics and Computing Technologies (ICRTEECT)",10.1109/ICRTEECT67512.2025.11448842,,gate1,
The Vehicle Routing Problem with Time Windows and Time Costs,"In response to the rapid increase in e-commerce, distribution services, and smart technology, businesses need to solve the vehicle routing problem (VRP) and its variants to improve service quality and cut operating costs. In this paper, we introduce the VRP with time windows and time costs (VRPTWTC), which is a new but practical VRP variant that adds time windows of customers and time costs of service constraints into the optimization of the traditional VRP problem. Furthermore, we propose a masking algorithm and combine it into our proposed end-to-end and data-driven deep reinforcement learning framework to solve the VRPTWTC. Experimental results show a shorter tour length and reasonable processing time than benchmarks both on a simulated dataset and a real enterprise-level dataset. Besides, violation of time window and total time cost, which is one of the most important criterions in our problem formulation, never occurred in our experiment under the real road connection conditions when using a real map API. To the best of our knowledge, our framework is the first to effectively and efficiently solve a VRP variant problem with practical time windows and time costs constraints with a real map API to calculate routes of VRP considering real road connection conditions on an enterprise-level dataset.",Z. Wang; Y. Nakano; K. Nishimatsu,2021,2021 International Conference on Data Mining Workshops (ICDMW),10.1109/ICDMW53433.2021.00042,2.0,gate1,
Continuously Improved Reinforcement Learning for Automated Driving,"Reinforcement Learning (RL) offers a promising solution to enable evolutionary automated driving. However, conventional RL methods often struggle with risk performance, as updated policies may fail to enhance performance or even lead to deterioration. To address this challenge, this research introduces a High Confidence Policy Improvement Reinforcement Learning-based (HCPI-RL) planner, designed to achieve the monotonic evolution of automated driving. The HCPI-RL planner features a novel RL policy update paradigm, ensuring that each newly learned policy outperforms previous policies, achieving monotonic performance enhancement. Hence, the proposed HCPI-RL planner has the following features: i) Evolutionary automated driving with guaranteed monotonic performance enhancement; ii) Capability of handling scenarios with emergency; iii) Enhanced decision-making optimality. Experimental results demonstrate that the proposed HCPI-RL planner enhances policy return by at least 20.1% and driving efficiency by at least 15.6%, compared to the conventional RL-based planners.",X. Yan; Z. Lian; J. Hu; Y. Feng; B. Song; H. Wang,2025,2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/IROS60139.2025.11247462,,gate1,
Knowledge Transfer via Dynamic Policy Fusion Between Autonomous Driving Agents,"Autonomous driving in mixed and dynamic environments requires the ability to learn from diverse traffic scenarios, specifically unsignalized intersections, while adapting to new ones with minimal exploration. In this work, we address the challenge of transferring experience between autonomous driving agents in a Fine-tuned Transfer Learning framework. We consider a setting where a source agent, an expert vehicle previously trained to handle a specific unsignalized intersection, shares its learned policy with a target agent which serves as the ego vehicle and has never encountered the new environment. Rather than relying solely on random exploration, the target agent dynamically integrates the source agent's policy parameters without any additional learning process. We propose a novel policy sharing framework relying on a fusion mechanism for Q-Learning policies between source and target agents. Simulation results in SUMO demonstrate improved efficiency, safer interactions, less collisions and more consistent decision-making compared to related approaches. This work highlights the potential of context-aware policy sharing for accelerating adaptation and enhancing safety in collaborative autonomous driving systems.",F. -E. Maad; M. Guériau; S. Ainouz,2025,2025 IEEE 37th International Conference on Tools with Artificial Intelligence (ICTAI),10.1109/ICTAI66417.2025.00193,,gate1,
Disaster Area Coverage Optimisation Using Reinforcement Learning,"Search and rescue applications using unmanned aerial vehicles (UAVs) also known as drones are becoming a research topic of interest to industry and academia due to its high impact in the ecosystem and people. Exploration of the disaster area is a crucial element in search and rescue to identify the zones that require immediate assistance or with high hazard probability. This paper aims to contribute in the coverage optimisation of a disaster area using drones. We focus on a flood disaster scenario as case of study. The proposed approach consists in two main parts: i) a Siamese-net is used to identify flooded buildings in satellite images, and ii) the points of interest are converted into a suitable maze environment that subsequently is used by any reinforcement learning (RL) architecture for area coverage optimisation. Here, the goal of the RL architecture is to ensure that the complete environment is covered by the drone by optimizing time and previously visited zones. Experiments are conducted to show the benefits and challenges of the current approach.",C. Gruffeille; A. Perrusquía; A. Tsourdos; W. Guo,2024,2024 International Conference on Unmanned Aircraft Systems (ICUAS),10.1109/ICUAS60882.2024.10557095,13.0,gate1,
Learning to Optimise Routing Problems using Policy Optimisation,"Deep reinforcement learning (DRL) has demonstrated promising performance to learn effective heuristics to solve complex combinatorial optimisation problems via policy networks. However, traditional reinforcement learning (RL) suffers from insufficient exploration, which often results in pre-convergence to poor policies and many challenges the performance of DRL. To prevent this, we propose an Entropy Regularised Reinforcement Learning (ERRL) method that supports exploration by providing more stochastic policies, improving optimisation. The ERRL method incorporates an entropy term, defined over the policy network's outputs, into the loss function of the policy network. Hence, policy exploration can be explicitly advocated subjected to a balance to maximise the reward. As a result, the risk of pre-convergence to inferior policies can be reduced. We implement the ERRL method based on two existing DRL algorithms. We have compared the performances of our implementations with the two DRL algorithms along with several state-of-the-art heuristic-based non-RL approaches for three categories of routing problems, i.e., travelling salesman problem (TSP), capacitated vehicle routing problem (CVRP) and multiple routing with fixed fleet problems (MRPFF). Experimental results show that the proposed method can find better and faster solutions in most test cases than the state-of-the-art algorithms.",N. Sultana; J. Chan; T. Sarwar; A. K. Qin,2021,2021 International Joint Conference on Neural Networks (IJCNN),10.1109/IJCNN52387.2021.9534010,8.0,gate1,
Gatekeeper: A deep reinforcement learning-cum-heuristic based algorithm for scheduling and routing trains in complex environments,"The problem of optimal and efficient scheduling and navigation of trains in large railway networks has attracted attention from both operations research (OR) and artificial intelligence (AI) communities. At its core, this problem is comprised of two inter-linked sub-problems: the vehicle re-scheduling problem (VRSP) and the multi-agent path-finding problem (MAPF). In this paper, we propose Gatekeeper: a reinforcement-learning-cum-heuristic based approach for scheduling and path planning of trains in complex environments. By extensive experiments on the Flatland (a public customisable environment for multi-train scheduling and path planning), we show that Gatekeeper outperforms top RL baselines both in terms of normalized scores and makespan, while remaining competitive against pure heuristic algorithms.",D. Mohapatra; A. Ojha; H. Khadilkar; S. Ghosh,2022,2022 International Joint Conference on Neural Networks (IJCNN),10.1109/IJCNN55064.2022.9892216,1.0,gate1,
Reinforcement Learning for Ridesharing: A Survey,"In this paper, we present a comprehensive, in-depth survey of the literature on reinforcement learning approaches to ridesharing problems. Papers on the topics of rideshare matching, vehicle repositioning, ride-pooling, and dynamic pricing are covered. Popular data sets and open simulation environments are also introduced. Subsequently, we discuss a number of challenges and opportunities for reinforcement learning research on this important domain.",Z. T. Qin; H. Zhu; J. Ye,2021,2021 IEEE International Intelligent Transportation Systems Conference (ITSC),10.1109/ITSC48978.2021.9564924,10.0,gate1,
Positioning Method for Covered Vehicles Based on Neutrino Detection and Reinforcement Learning,"In complex environments like underwater or underground, traditional navigation technologies face limitations due to the restricted penetration of optical and radio signals. Neutrino signals, which have extremely strong penetration capabilities, offer a new possibility. This study explores the challenges of navigation and positioning of covered vehicles and proposes a neutrino-based navigation and positioning technology to overcome the limitations of traditional navigation technologies in complex environments. This research combines reinforcement learning methods and Kalman filters, using the Proximal Policy Optimization (PPO) algorithm to tune the parameters of the Kalman filter to improve navigation and positioning accuracy. In the study, a Kalman filter estimation system model for vehicles in navigation signal denied environment environments was first established, then a navigation and positioning method based on neutrino detection was designed, and finally, a parameter adaptive PPO Extended Kalman Filter (PPOEKF) state estimation method was proposed. Through mathematical simulation and comparative analysis, the research results show that using reinforcement learning methods to tune the parameters of the Kalman filter can improve the accuracy of navigation and positioning, especially in complex environments.",M. Han; J. Gao; P. Zhou; Y. Zhang,2023,2023 3rd International Conference on Electronic Information Engineering and Computer (EIECT),10.1109/EIECT60552.2023.10441879,,gate1,
A Set-Theoretic Receding Horizon Control Based on a Q-Learning Approach for Sustainability Purposes,"This paper presents a set-theoretic receding horizon control strategy for platoons of autonomous vehicles driving in smart cities context. In order to reduce traffic and $CO_{2}$ emissions, we propose a path planer based on Deep Reinforcement Learning (DRL). The advantages of this solution is the ability to deal with the actual traffic congestion, while driving the autonomous vehicles to their destination and fulfilling the constraints. In particular, the high-level routing decisions are translated into set-points for the receding horizon controllers, making the control actions on the vehicle dynamics more computational efficient. In order to show the effectiveness of the overall architecture, a campaign of simulations on a platoon of eight vehicles, moving in the city center of Bologna in Italy, is provided.",F. Giannini; G. Franzè; F. Pupo; G. Fortino,2023,"2023 9th International Conference on Control, Decision and Information Technologies (CoDIT)",10.1109/CoDIT58514.2023.10284396,,gate1,
Diverse and Adaptive Behavior Curriculum for Autonomous Driving: A Student-Teacher Framework with Multi-Agent RL,"Autonomous driving faces challenges in navigating complex real-world traffic, requiring safe handling of both common and critical scenarios. Reinforcement learning (RL), a prominent method in end-to-end driving, enables agents to learn through trial and error in simulation. However, RL training often relies on rule-based traffic scenarios, limiting generalization. Additionally, current scenario generation methods focus heavily on critical scenarios, neglecting a balance with routine driving behaviors. Curriculum learning, which progressively trains agents on increasingly complex tasks, is a promising approach to improving the robustness and coverage of RL driving policies. However, existing research mainly emphasizes manually designed curricula, focusing on scenery and actor placement rather than traffic behavior dynamics. This work introduces a novel student-teacher framework for automatic curriculum learning. The teacher, a graph-based multi-agent RL component, adaptively generates traffic behaviors across diverse difficulty levels. An adaptive mechanism adjusts task difficulty based on student performance, ensuring exposure to behaviors ranging from common to critical. The student, though exchangeable, is realized as a deep RL agent with partial observability, reflecting real-world perception constraints. Results demonstrate the teacher?�s ability to generate diverse traffic behaviors. The student, trained with automatic curricula, outperformed agents trained on rule-based traffic, achieving higher rewards and exhibiting balanced, assertive driving.",A. Abouelazm; J. Ratz; P. Schoerner; J. M. Zöllner,2025,2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/IROS60139.2025.11246550,,gate1,
Adaptive AI Routing in LEO CubeSat Networks to Ensuring Integrity and Resilient Backup Link for CNS/APNT Applications,"As Air Navigation Service Providers (ANSPs) navigate the demands of next-generation airspace management, Low Earth Orbit (LEO) CubeSat constellations present a compelling opportunity to deliver resilient Communication, Navigation, and Surveillance (CNS) and Alternative Positioning, Navigation, and Timing (APNT) services, yet their continuously evolving topology and intermittent inter-satellite link availability pose a fundamental threat to the jitter, latency, and reliability guarantees that aviation safety demands. Conventional routing protocols, engineered for static networks, collapse under dynamic link degradation, peak-traffic congestion, and jamming events, exposing a critical resilience gap in current CNS/APNT infrastructure. This paper proposes a two-stage hybrid routing framework that fuses a Genetic Algorithm (GA) for periodic, margin-aware candidate path generation with a Reinforcement Learning algorithm (RL) especially Q-Learning (QL) agent for sub-second, real-time path selection. Evaluated across three operationally representative scenarios, normal, congestion, and link failure, and benchmarked against three established baselines on four aviation-critical metrics, the framework consistently delivers superior jitter stability, reduced end-to-end latency, and faster fault recovery through pre-computed backup path availability. These results position LEO CubeSat networks as a credible, AI-augmented infrastructure for the future of global aviation communication and navigation continuity.",A. A. Alharthi,2026,"2026 Integrated Communications, Navigation and Surveillance Conference (ICNS)",10.1109/ICNS69853.2026.11570640,,gate1,
Research on Regional Dual Carbon Goals and Path Planning Based on Deep Reinforcement Learning,"The research focuses on achieving regional dual carbon targets in China by enhancing energy efficiency and increasing the use of non-fossil fuels, tailored to China?�s specific policy and economic needs. Various mathematical models were employed to analyze the dynamic relationships between carbon emissions, economic growth, and energy consumption. The research developed multiple scenario analysis models, including a carbon emission model based on the Markov decision process and an energy consumption forecast model influenced by demographic and economic changes. The findings demonstrate that comprehensive measures to improve energy efficiency, upgrade industrial technology, and decarbonize energy sources effectively advance the achievement of regional dual carbon goals.",M. Xin; B. Shao; H. Wang,2024,"2024 3rd International Conference on Robotics, Artificial Intelligence and Intelligent Control (RAIIC)",10.1109/RAIIC61787.2024.10670793,,gate1,
A reinforcement learning path planning approach for range-only underwater target localization with autonomous vehicles,"Underwater target localization using range-only and single-beacon (ROSB) techniques with autonomous vehicles has been used recently to improve the limitations of more complex methods, such as long baseline and ultra-short baseline systems. Nonetheless, in ROSB target localization methods, the trajectory of the tracking vehicle near the localized target plays an important role in obtaining the best accuracy of the predicted target position. Here, we investigate a Reinforcement Learning (RL) approach to find the optimal path that an autonomous vehicle should follow in order to increase and optimize the overall accuracy of the predicted target localization, while reducing time and power consumption. To accomplish this objective, different experimental tests have been designed using state-of-the-art deep RL algorithms. Our study also compares the results obtained with the analytical Fisher information matrix approach used in previous studies. The results revealed that the policy learned by the RL agent outperforms trajectories based on these analytical solutions, e.g. the median predicted error at the beginning of the target?�s localisation is 17% less. These findings suggest that using deep RL for localizing acoustic targets could be successfully applied to in-water applications that include tracking of acoustically tagged marine animals by autonomous underwater vehicles. This is envisioned as a first necessary step to validate the use of RL to tackle such problems, which could be used later on in a more complex scenarios.",I. Masmitja; M. Martin; K. Katija; S. Gomariz; J. Navarro,2022,2022 IEEE 18th International Conference on Automation Science and Engineering (CASE),10.1109/CASE49997.2022.9926499,8.0,gate1,
Towards the Safe Operation of Autonomous Vehicles in Work Zones,"Autonomous vehicles (AVs) promise significant advances in transportation safety and efficiency. However, navigating roadway work zones, which can be rather complex and dynamic, remains a significant challenge. This paper presents the results of a large study that addresses the challenges, requirements, solutions and practical experiences of AVs driving safely through work zones. We begin by proposing a taxonomy of work zone scenarios and analyzing their structures and attributes. We next discuss the perception, routing, behavioral and path-planning requirements for AVs to safely navigate these scenarios. We then offer methods to meet these requirements and investigate the impact of range and AV speed on perception confidence levels for work zone detection. We evaluate our solutions in a co-simulation environment, on a closed test-track and on public roadways across more than 20 work zone scenarios specified by the Pennsylvania Department of Transportation (PennDoT). Video demonstrations illustrate the feasibility of safe and reliable navigation of AVs in a wide variety of work zones.",N. Sahu; G. T. Su; S. Sural; S. Brennan; R. R. Rajkumar,2025,2025 IEEE Intelligent Vehicles Symposium (IV),10.1109/IV64158.2025.11097505,1.0,gate1,
Accelerating Federated Digital Twin Services with Fractal Generative Task Scheduling in ITS,"Federated Digital Twin (FDT) services are crucial for enabling collaborative perception and decision-making in ITSs, such as coordinated traffic signal control, multi-vehicle path planning, and real-time congestion management. However, their practical deployment still encounters significant challenges, including dependence on centralized orchestration and poor adaptability to dynamic and resource-constrained edge environments. To address these challenges, we formulate an offloading problem across heterogeneous edge nodes and propose FRA-GETS, a Fractal Generative Task Scheduling method optimized for dynamic ITS scenarios. FRA-GETS recursively decomposes complex tasks into self-similar sub-tasks, enabling localized execution and dynamic, anomaly-driven rescheduling, thereby alleviating reliance on centralized computation and enhancing responsiveness to environmental variations. Experimental results show that FRA-GETS reduces average task delay by up to 9% compared with baseline methods, while effectively improving weighted latency for high-priority tasks and maintaining stable resource utilization.",X. Li; H. Lei; Y. Liu; Z. Zou; Y. Xiong; H. Liu; B. Wang; J. Yang; Y. Liu; L. Dong,2025,2025 IEEE 102nd Vehicular Technology Conference (VTC2025-Fall),10.1109/VTC2025-Fall65116.2025.11310784,,gate1,
Multi-Agent Deep Reinforcement Learning with Emergent Communication,"When compared with their single-agent counterpart, multi-agent systems have an additional set of challenges for reinforcement learning algorithms, including increased complexity, non-stationary environments, credit assignment, partial observability, and achieving coordination. Deep reinforcement learning has been shown to achieve successful policies through implicit coordination, but does not handle partial-observability. This paper describes a deep reinforcement learning algorithm, based on multi-agent actor-critic, that simultaneously learns action policies for each agent, and communication protocols that compensate for partial-observability and help enforce coordination. We also research the effects of noisy communication, where messages can be late, lost, noisy, or jumbled, and how that affects the learned policies. We show how agents are able to learn both high-level policies and complex communication protocols for several different partially-observable environments. We also show how our proposal outperforms other state-of-the-art algorithms that don't take advantage of communication, even with noisy communication channels.",D. Simões; N. Lau; L. P. Reis,2019,2019 International Joint Conference on Neural Networks (IJCNN),10.1109/IJCNN.2019.8852293,12.0,gate1,
Multi-Agent Reinforcement Learning for Coordinated Routing and Traffic Engineering in Distributed Data Center Systems,"Modern data center systems support a wide range of latency sensitive applications, while their routing and traffic engineering mechanisms remain dependent on static or heuristic driven strategies. Traditional approaches such as equal cost path routing and rule-based traffic engineering often fail to respond effectively to rapid fluctuations in workload intensity, leading to queue accumulation, uneven link utilization, and unpredictable latency under high demand. These limitations highlight the need for routing models that can interpret dynamic traffic behavior and adjust decisions in coordinated manner. This study introduces a learning-based routing framework that integrates a Transformer encoder with an Actor-Critic Multi Agent Reinforcement Learning (MARL) architecture. The Transformer encoder extracts temporal dependencies from workload sequences derived from Google Cluster traces, providing each routing agent with a richer state representation. The multi agent framework enables every data center node to act as an autonomous decision maker while still coordinating actions through shared environment feedback. The agents learn routing policies that minimize latency and reduce congestion by anticipating traffic variations. Experimental evaluation demonstrates that the framework maintains consistently low latency between $\mathbf{1. 8 2 m s}$ and $\mathbf{2. 2 1 m s}$, achieves a packet delivery ratio of 99.21%, sustains effective goodput of 98.74%, and distributes link utilization more evenly across the network fabric. The policy converges quickly and shows stable decision behavior with minimal oscillation. These findings indicate that combining Transformer based representations with coordinated reinforcement learning provides a promising direction for improving routing efficiency in modern data center environments. The results pave the way for valuable insights into adaptive traffic engineering and intelligent network control.",S. Ramasamy,2026,2026 4th International Conference on Intelligent Data Communication Technologies and Internet of Things (IDCIoT),10.1109/IDCIoT67589.2026.11455643,,gate1,
Intelligent Navigation in Urban Environments Based on an H-infinity Filter and Reinforcement Learning Algorithms,"In urban areas, robustness of a positioning solution suffers from relatively unpredictable reception of attenuated, non-line-of-sight and multipath-contaminated signals. To reflect a GNSS signal propagation environment, parameters of a state estimation filter need to be adjusted on-the-fly. A mixed H2/ H??filter has been considered here to address the vulnerability of a minimum error variance estimator to measurement outliers. An emphasis between the H2filter and the H??filter (minimizing the worst-case error) is continuously adjusted by a reinforcement learning (RL) model. Specifically, a continuous action actor-critic RL model with eligibility traces is implemented. The Cramér-Rao lower bound is considered for the filter performance evaluation allowing for the RL reward computation. The algorithm has been tested on a real-world dataset collected with mass-market hardware applying tightly-coupled IMU/GPS sensor integration. A positive RL model learning trend has been identified in two segments of the trajectory with the highest obstruction environment, suggesting the applicability potential of the technique.",I. Smolyakov; R. B. Langley,2020,"2020 IEEE/ION Position, Location and Navigation Symposium (PLANS)",10.1109/PLANS46316.2020.9109948,2.0,gate1,
Proving Ground Test of a DDPG-based Vehicle Trajectory Planner,"The paper presents real-world test cases of an optimal trajectory design solution that combines modern control techniques with machine learning. The first step of the current research is to train a reinforcement learning agent in a simulated environment, where the conditions and the applied vehicle are modeled. System dynamics is described by a nonlinear single-track vehicle with dynamic wheel model. The designed trajectory is evaluated by driving the vehicle using a control loop. The reward of the method is based on the sum of different measures considering safety and passenger comfort. The proposed method forms a special one-step reinforcement learning task handled by Deep Deterministic Policy Gradient (DDPG) learning agent. As a result, the learning process provides a real-time neural-network-based motion planner and a tracking algorithm. The evaluation of the algorithm under real conditions is made by using an experimental test vehicle. The test setup contains a high precision GPS module, an automotive inertial sensor, an industrial PC, and communication interface devices. The test cases were performed on the ZalaZone automotive proving ground.",Á. Fehér; S. Aradi; T. Bécsi; P. Gáspár; Z. Szalay,2020,2020 European Control Conference (ECC),10.23919/ECC51009.2020.9143675,7.0,gate1,
Coordinated Electric Vehicle Re-Charging to Reduce Impact on Daily Driving Schedule,"With improvements to ranges and a growing charging infrastructure, electric vehicles are becoming increasingly popular. However, many prospective owners can not charge their vehicle at home. They thus would have to use public charging infrastructure, which reduces the appeal of electric vehicles to them due to the extra effort and time spent during charging. Many previous works tried to enhance this situation by using intelligent charging station scheduling and/or route planning to reduce the time overhead. But most solutions are focused on long distance travel or single trips without considering the often regular schedule of drivers in urban areas. We propose a charge stop planner that takes into account the activities of a driver's daily schedule to minimize the additional time the driver has to spend charging the vehicle. The charging stops can either be en-route charging at fast charging stations between two activities or destination charging at slow charging stations. To reduce waiting times, we coordinate the charging station visits between the vehicles with a centralized service. In an extensive set of simulation experiments, we demonstrate that our approach reduces the additional time for charging by about 40 %, compared to only destination charging and only en-route charging. The charging station coordination further reduces the waiting time by about 50 %.",S. Schoenberg; D. S. Buse; F. Dressler,2021,2021 IEEE Intelligent Vehicles Symposium (IV),10.1109/IV48863.2021.9575517,4.0,gate1,
AI Sovereignty in Autonomous Driving: Exploring Needs and Possibilities for Overcoming Challenges,"With the development of artificial intelligence, advancements in navigation systems for self-driving cars have become a new direction over the last decade. The inclusion of AI-driven actuators in autonomous vehicles has broken the barriers in terms of real-time high-quality data processing resources, accuracy of decisive actions and generalization of environment?�action pairs. Upgradation from a car with no automation to a car with minimal to no human intervention has become a boon of AI, as it resolves most of the transportation problems on roads, including human error, lack of visibility in adverse weather conditions, tiredness of drivers in long journeys, etc. This study focuses on AI-enabled tasks, including object detection and identification, lane detection, notification for lane departure and reinforcement learning from the operational environment. However, there exist serious issues in deploying AI-empowered modules in autonomous cars, as the consumer rights to explain, trustworthiness, and reliability of the machine have not yet met the requirements. Our work explores the needs and prospects of AI sovereignty in autonomous driving by overcoming the aforementioned issues so that the healthy progress of technological society can take care of the future world.",K. Sinha; B. Misra; S. Chakraborty; N. Dey,2023,2023 IEEE Silchar Subsection Conference (SILCON),10.1109/SILCON59133.2023.10405285,1.0,gate1,
Machine Learning-Based Vehicle Behavior Classification in Highway Ramp Merging Areas,"Connected Autonomous Vehicles (CAVs) are Merging in highway on-ramps is particularly difficult where Involving complex vehicle interactions and trajectory patterns. Precise classification is required for safe ship navigation. This paper machine learning framework can be used to classify vehicles behavior in congested ramp merging areas using hierarchical trajectory data. We extract 18 advanced features from vehicle trajectories, statistics, and velocity profiles. acceleration patterns, and jerk characteristics. Twelve contemporary machine learning algorithms are assessed against two train-test splits ratios (80:20 and 60:40) that classify vehicles as either mainline or ramp. results indicate the effectiveness of ensemble methods. especially Extra Trees, and achieve better classification with an accuracy of 98.20%(80: 20) and 98.99%(60:40) respectively. outperform those of conventional methods. The AUC-ROC exceed 0.998 for the best-performing models. discrimination capability. This research thus contributes to autonomous driving domain by providing a strong classification A framework for improving decision making systems for CAVs for merging scenarios. The methodology shows that generalization obtained by training across multiple data distributions. implications for real-time vehicle behavior prediction in mixed traffic environments.",B. Şahİn; I. Yusuf; M. Al-Hubaishi,2026,"2026 8th International Congress on Human-Computer Interaction, Optimization and Robotic Applications (ICHORA)",10.1109/ICHORA69329.2026.11537239,,gate1,
